firstname,obs,pcthispanic,pctwhite,pctblack,pctapi,pctaian,pct2prace,count_web,gender,prob
Georg,19,0.0,100.0,0.0,0.0,0.0,0.0,7860,male,0.99
George,9261,4.708,86.945,4.891,3.088,0.194,0.173,542554,male,1.0
Georgene,37,2.703,94.595,2.703,0.0,0.0,0.0,939,female,1.0
Georgette,95,2.105,82.105,13.684,2.105,0.0,0.0,11326,female,1.0
Georgi,18,0.0,100.0,0.0,0.0,0.0,0.0,2695,male,0.82
Georgia,563,3.197,86.323,9.236,0.888,0.355,0.0,62093,female,1.0
Georgiana,41,4.878,87.805,4.878,2.439,0.0,0.0,16514,female,0.99
Georgianna,37,5.405,89.189,0.0,0.0,2.703,2.703,1327,female,1.0
Georgina,178,41.573,48.876,6.742,2.247,0.562,0.0,62276,female,1.0
Gerald,4331,1.247,93.373,3.671,1.408,0.162,0.139,115901,male,1.0
Geraldine,973,5.653,78.109,12.847,3.186,0.103,0.103,61714,female,1.0
Geralyn,82,1.22,93.902,1.22,0.0,0.0,3.659,2318,female,1.0
Gerard,852,2.347,91.315,3.756,2.23,0.0,0.352,115816,male,0.99
Gerardo,603,86.235,8.458,0.0,5.307,0.0,0.0,129702,male,1.0
Gerd,19,0.0,100.0,0.0,0.0,0.0,0.0,4655,male,0.93
Gerhard,72,1.389,98.611,0.0,0.0,0.0,0.0,41702,male,1.0
Geri,137,0.73,97.08,2.19,0.0,0.0,0.0,15701,female,0.91
Germaine,52,7.692,75.0,15.385,1.923,0.0,0.0,2777,female,0.93
German,154,81.818,15.584,0.649,1.948,0.0,0.0,65697,male,1.0
Geronimo,45,75.556,6.667,0.0,15.556,2.222,0.0,5438,male,0.99
Gerri,66,1.515,95.455,3.03,0.0,0.0,0.0,7445,female,0.95
Gerrie,15,0.0,100.0,0.0,0.0,0.0,0.0,1033,female,0.59
Gerry,191,4.712,85.864,5.236,4.188,0.0,0.0,11669,male,0.93
Gertrude,168,2.381,72.619,22.619,1.786,0.0,0.595,9195,female,0.98
Ghassan,48,0.0,89.583,0.0,10.417,0.0,0.0,10398,male,1.0
Gheorghe,36,0.0,100.0,0.0,0.0,0.0,0.0,3737,male,0.85
Gia,43,4.651,69.767,11.628,13.953,0.0,0.0,11834,female,0.89
Giancarlo,31,22.581,77.419,0.0,0.0,0.0,0.0,47405,male,1.0
Giang,41,0.0,0.0,0.0,100.0,0.0,0.0,411,male,0.67
Giao,17,0.0,0.0,0.0,100.0,0.0,0.0,71,male,0.75
Gideon,42,2.381,83.333,4.762,9.524,0.0,0.0,20167,male,1.0
Gigi,55,7.273,74.545,3.636,14.545,0.0,0.0,46688,female,0.58
Gil,113,23.894,53.982,0.0,22.124,0.0,0.0,42932,male,0.99
Gilbert,777,32.947,56.757,4.633,5.148,0.386,0.129,69803,male,1.0
Gilberto,295,91.864,7.458,0.339,0.339,0.0,0.0,75853,male,1.0
Gilda,101,31.683,52.475,10.891,4.95,0.0,0.0,18962,female,1.0
Gildardo,34,91.176,8.824,0.0,0.0,0.0,0.0,3000,male,1.0
Giles,41,2.439,95.122,0.0,2.439,0.0,0.0,7230,male,1.0
Gilles,26,0.0,100.0,0.0,0.0,0.0,0.0,84432,male,1.0
Gillian,151,1.325,88.742,7.947,1.987,0.0,0.0,46186,female,0.99
Gina,2124,3.814,90.301,2.542,3.202,0.094,0.047,181709,female,1.0
Ginette,31,0.0,64.516,32.258,3.226,0.0,0.0,14944,female,0.99
Ginger,478,0.628,94.77,2.092,1.674,0.628,0.209,32238,female,0.99
Ginny,52,1.923,96.154,0.0,0.0,0.0,1.923,24460,female,1.0
Gino,108,8.333,87.037,0.0,4.63,0.0,0.0,50692,male,0.99
Giovanna,61,14.754,80.328,1.639,1.639,1.639,0.0,96720,female,1.0
Giovanni,183,22.404,69.399,2.732,4.918,0.546,0.0,259274,male,1.0
Girish,50,0.0,8.0,0.0,90.0,2.0,0.0,35848,male,1.0
Gisela,80,35.0,63.75,0.0,1.25,0.0,0.0,46083,female,1.0
Gisele,46,8.696,71.739,17.391,2.174,0.0,0.0,49928,female,1.0
Giselle,53,32.075,56.604,9.434,1.887,0.0,0.0,35418,female,1.0
Gita,40,0.0,37.5,0.0,62.5,0.0,0.0,11398,female,0.99
Giulio,21,0.0,100.0,0.0,0.0,0.0,0.0,40264,male,0.99
Giuseppe,170,4.118,94.118,0.588,0.588,0.588,0.0,330652,male,1.0
Giuseppina,25,0.0,100.0,0.0,0.0,0.0,0.0,15933,female,1.0
Gladys,446,34.081,41.704,18.834,5.381,0.0,0.0,83329,female,1.0
Glen,1283,0.701,94.154,1.325,3.741,0.0,0.078,71525,male,0.95
Glenda,799,6.008,81.477,9.512,2.503,0.375,0.125,51181,female,1.0
Glenn,2798,0.715,91.994,3.074,3.753,0.179,0.286,124392,male,1.0
Glenna,126,0.794,93.651,3.175,1.587,0.0,0.794,5130,female,1.0
Glennon,19,0.0,100.0,0.0,0.0,0.0,0.0,144,male,0.99
Gloria,2752,26.926,55.342,12.5,4.76,0.218,0.254,249875,female,1.0
Glory,30,0.0,83.333,13.333,3.333,0.0,0.0,11091,female,0.97
Glynn,38,0.0,86.842,10.526,2.632,0.0,0.0,508,male,0.94
Gonzalo,208,92.788,6.25,0.0,0.962,0.0,0.0,106320,male,1.0
Gopal,48,0.0,12.5,0.0,87.5,0.0,0.0,35710,male,1.0
Goran,41,0.0,100.0,0.0,0.0,0.0,0.0,37291,male,1.0
Gordana,26,0.0,100.0,0.0,0.0,0.0,0.0,13576,female,1.0
Gordon,1379,0.435,92.966,1.668,4.423,0.363,0.145,83579,male,1.0
Grace,1136,6.602,64.965,6.338,21.919,0.176,0.0,209626,female,1.0
Gracie,48,18.75,41.667,35.417,2.083,2.083,0.0,10209,female,1.0
Graciela,256,85.547,14.063,0.391,0.0,0.0,0.0,61095,female,1.0
Grady,125,2.4,87.2,10.4,0.0,0.0,0.0,5957,male,1.0
Graeme,55,0.0,100.0,0.0,0.0,0.0,0.0,33361,male,1.0
Graham,272,0.0,97.426,1.838,0.368,0.368,0.0,103817,male,1.0
Graig,22,0.0,100.0,0.0,0.0,0.0,0.0,1010,male,1.0
Grant,744,0.269,96.102,0.806,2.823,0.0,0.0,77793,male,1.0
Graydon,19,0.0,100.0,0.0,0.0,0.0,0.0,749,male,1.0
Grayson,26,0.0,100.0,0.0,0.0,0.0,0.0,517,male,0.96
Grazyna,46,2.174,95.652,2.174,0.0,0.0,0.0,3419,female,0.98
Greg,1551,1.354,94.907,1.483,2.063,0.064,0.129,345494,male,1.0
Gregg,819,0.366,97.558,0.855,1.221,0.0,0.0,29148,male,1.0
Greggory,40,0.0,87.5,10.0,2.5,0.0,0.0,699,male,1.0
Gregoria,33,69.697,15.152,3.03,12.121,0.0,0.0,2174,female,1.0
Gregorio,159,76.73,8.805,0.629,13.836,0.0,0.0,27554,male,1.0
Gregory,10488,1.068,93.965,3.871,0.896,0.086,0.114,172700,male,1.0
Greta,184,1.087,82.609,11.957,3.804,0.0,0.543,32916,female,1.0
Gretchen,793,0.757,96.974,1.513,0.378,0.126,0.252,27565,female,1.0
Gricelda,37,91.892,8.108,0.0,0.0,0.0,0.0,2433,female,1.0
Grigor,28,0.0,100.0,0.0,0.0,0.0,0.0,1646,male,0.99
Grigoriy,19,0.0,100.0,0.0,0.0,0.0,0.0,1491,male,1.0
Griselda,114,86.842,7.895,1.754,3.509,0.0,0.0,18299,female,1.0
Grover,61,3.279,80.328,16.393,0.0,0.0,0.0,3536,male,1.0
Grzegorz,69,0.0,100.0,0.0,0.0,0.0,0.0,79787,male,1.0
Guadalupe,674,94.807,4.748,0.0,0.445,0.0,0.0,3349,female,0.95
Guan,17,0.0,0.0,0.0,100.0,0.0,0.0,3499,male,0.98
Guang,41,0.0,4.878,0.0,95.122,0.0,0.0,338,male,0.92
Gudrun,17,0.0,100.0,0.0,0.0,0.0,0.0,10968,female,0.99
Guido,61,18.033,81.967,0.0,0.0,0.0,0.0,67771,male,1.0
Guillermina,116,93.103,6.897,0.0,0.0,0.0,0.0,8362,female,1.0
Guillermo,542,90.959,6.273,0.0,2.583,0.0,0.185,170288,male,1.0
Gunnar,27,0.0,100.0,0.0,0.0,0.0,0.0,22155,male,1.0
Gunther,19,0.0,100.0,0.0,0.0,0.0,0.0,7461,male,1.0
Guo,73,1.37,0.0,0.0,98.63,0.0,0.0,734,male,0.71
Gurpreet,50,0.0,26.0,0.0,68.0,6.0,0.0,1040,male,0.87
Gus,110,13.636,80.909,3.636,1.818,0.0,0.0,22821,male,0.99
Gustav,15,0.0,100.0,0.0,0.0,0.0,0.0,13784,male,1.0
Gustavo,482,90.249,9.129,0.207,0.415,0.0,0.0,284908,male,1.0
Guy,884,1.018,93.439,2.828,2.262,0.0,0.452,130476,male,1.0
Gwen,376,1.064,92.287,3.191,2.926,0.266,0.266,47627,female,0.96
Gwendolyn,622,1.125,54.18,43.087,1.125,0.0,0.482,16662,female,1.0
Gwyn,31,0.0,96.774,0.0,3.226,0.0,0.0,329,male,0.54
Gwyneth,15,0.0,100.0,0.0,0.0,0.0,0.0,2278,female,1.0
Ha,99,0.0,6.061,0.0,91.919,0.0,2.02,3109,male,0.52
Habib,40,0.0,70.0,7.5,20.0,0.0,2.5,36414,male,0.99
Hae,50,0.0,2.0,0.0,98.0,0.0,0.0,2146,female,0.88
Hai,215,0.465,1.395,0.0,98.14,0.0,0.0,2007,male,0.85
Hailey,41,0.0,87.805,0.0,12.195,0.0,0.0,22372,female,1.0
Haim,19,0.0,100.0,0.0,0.0,0.0,0.0,6069,male,0.99
Hakop,17,0.0,100.0,0.0,0.0,0.0,0.0,156,male,0.99
Hal,165,0.606,95.758,1.212,2.424,0.0,0.0,16319,male,0.99
Haley,138,0.725,96.377,1.449,1.449,0.0,0.0,46098,female,1.0
Halina,60,0.0,100.0,0.0,0.0,0.0,0.0,11642,female,0.99
Hallie,68,0.0,97.059,2.941,0.0,0.0,0.0,558,female,0.97
Hamid,131,0.0,74.809,1.527,23.664,0.0,0.0,91117,male,0.99
Hamilton,31,9.677,64.516,9.677,16.129,0.0,0.0,14700,male,1.0
Han,90,0.0,6.667,0.0,93.333,0.0,0.0,6139,male,0.73
Hana,34,2.941,73.529,2.941,20.588,0.0,0.0,78224,female,0.99
Hanan,33,0.0,90.909,0.0,9.091,0.0,0.0,8335,female,0.94
Hang,85,1.176,3.529,0.0,95.294,0.0,0.0,10211,female,0.96
Hanh,83,0.0,0.0,0.0,100.0,0.0,0.0,405,female,0.82
Hani,33,0.0,81.818,0.0,18.182,0.0,0.0,8771,male,0.84
Hank,42,0.0,78.571,0.0,21.429,0.0,0.0,21702,male,1.0
Hanna,100,2.0,67.0,8.0,23.0,0.0,0.0,84670,female,0.99
Hannah,394,1.269,81.726,3.553,12.944,0.254,0.254,217685,female,1.0
Hannelore,28,0.0,100.0,0.0,0.0,0.0,0.0,5644,female,0.99
Hans,307,2.28,92.834,0.651,3.583,0.326,0.326,202747,male,0.99
Hany,43,0.0,88.372,0.0,11.628,0.0,0.0,6210,male,0.91
Hao,148,0.676,0.0,0.0,99.324,0.0,0.0,1727,male,0.9
Harald,35,8.571,88.571,0.0,2.857,0.0,0.0,38181,male,1.0
Hari,49,0.0,26.531,0.0,69.388,2.041,2.041,64552,male,1.0
Harinder,36,5.556,19.444,2.778,69.444,2.778,0.0,3789,male,1.0
Harish,50,0.0,16.0,0.0,82.0,0.0,2.0,59126,male,1.0
Harjinder,50,0.0,20.0,0.0,80.0,0.0,0.0,204,male,0.96
Harlan,125,0.8,94.4,2.4,0.8,1.6,0.0,4103,male,1.0
Harley,123,1.626,93.496,3.252,1.626,0.0,0.0,2409,male,0.84
Harmony,31,0.0,87.097,0.0,6.452,3.226,3.226,5775,female,0.96
Harold,2340,2.222,88.846,6.966,1.538,0.299,0.128,85231,male,1.0
Harpreet,63,0.0,23.81,0.0,74.603,1.587,0.0,994,male,0.77
Harriet,289,0.692,83.737,11.419,3.806,0.0,0.346,28851,female,1.0
Harriett,69,1.449,82.609,15.942,0.0,0.0,0.0,2552,female,1.0
Harris,94,3.191,79.787,2.128,12.766,1.064,1.064,15159,male,1.0
Harrison,86,2.326,67.442,19.767,9.302,1.163,0.0,28279,male,1.0
Harry,1839,1.849,88.309,4.84,4.568,0.272,0.163,177229,male,1.0
Harvey,605,2.149,85.455,8.926,3.14,0.0,0.331,30087,male,1.0
Hasan,45,2.222,71.111,2.222,22.222,2.222,0.0,211252,male,0.98
Hasmik,21,0.0,100.0,0.0,0.0,0.0,0.0,2506,female,0.99
Hassan,111,3.604,66.667,9.91,18.018,0.0,1.802,169476,male,0.99
Hattie,65,1.538,35.385,60.0,1.538,1.538,0.0,4241,female,1.0
Hau,34,2.941,0.0,0.0,94.118,0.0,2.941,314,male,0.8
Haydee,49,81.633,12.245,0.0,6.122,0.0,0.0,11239,female,1.0
Hayden,30,3.333,83.333,10.0,3.333,0.0,0.0,1944,male,0.93
Hayley,84,0.0,96.429,1.19,1.19,1.19,0.0,55876,female,1.0
Hazel,283,1.767,67.491,20.848,7.774,0.353,1.767,47642,female,1.0
Heath,240,0.0,97.5,1.25,0.417,0.417,0.417,15763,male,1.0
Heather,5801,0.896,97.397,0.896,0.517,0.138,0.155,318973,female,1.0
Hector,1110,92.703,5.495,0.45,1.351,0.0,0.0,185495,male,1.0
Hedy,31,6.452,77.419,3.226,12.903,0.0,0.0,4249,female,0.94
Hee,54,1.852,3.704,0.0,92.593,0.0,1.852,6015,female,0.85
Heide,44,2.273,95.455,0.0,0.0,0.0,2.273,4392,female,0.99
Heidi,2183,0.87,97.16,0.366,1.466,0.137,0.0,147426,female,1.0
Heike,35,0.0,97.143,2.857,0.0,0.0,0.0,32813,female,0.99
Heinz,47,4.255,91.489,2.128,2.128,0.0,0.0,26822,male,1.0
Helen,2750,3.309,79.345,6.8,10.036,0.145,0.364,288341,female,1.0
Helena,221,6.335,75.113,5.882,11.765,0.905,0.0,149760,female,1.0
Helene,279,1.075,94.265,2.151,2.509,0.0,0.0,66222,female,0.99
Helga,85,3.529,96.471,0.0,0.0,0.0,0.0,27470,female,0.99
Helmut,32,0.0,100.0,0.0,0.0,0.0,0.0,28862,male,1.0
Hema,32,0.0,15.625,0.0,81.25,3.125,0.0,23925,female,0.95
Hemant,41,0.0,24.39,2.439,68.293,2.439,2.439,46216,male,1.0
Hendrik,20,0.0,100.0,0.0,0.0,0.0,0.0,26618,male,1.0
Heng,40,2.5,2.5,0.0,95.0,0.0,0.0,7214,male,0.98
Henri,45,4.444,71.111,13.333,11.111,0.0,0.0,15642,male,0.98
Henrietta,97,12.371,58.763,26.804,2.062,0.0,0.0,9835,female,1.0
Henrik,37,0.0,94.595,2.703,2.703,0.0,0.0,66797,male,1.0
Henry,2758,10.116,66.425,9.101,14.068,0.073,0.218,248689,male,1.0
Henryk,28,0.0,100.0,0.0,0.0,0.0,0.0,7656,male,1.0
Herb,34,0.0,91.176,8.824,0.0,0.0,0.0,15006,male,1.0
Herbert,929,3.229,82.131,11.302,2.691,0.538,0.108,53299,male,1.0
Heriberto,142,91.549,7.746,0.0,0.704,0.0,0.0,13497,male,1.0
Herlinda,49,85.714,12.245,2.041,0.0,0.0,0.0,2142,female,1.0
Herman,410,10.0,56.098,23.171,10.732,0.0,0.0,54995,male,1.0
Hermelinda,40,80.0,10.0,2.5,7.5,0.0,0.0,1608,female,1.0
Herminia,55,63.636,9.091,0.0,25.455,0.0,1.818,5577,female,1.0
Herminio,35,54.286,14.286,0.0,31.429,0.0,0.0,4552,male,1.0
Hernan,70,85.714,14.286,0.0,0.0,0.0,0.0,48458,male,1.0
Herve,30,3.333,83.333,10.0,3.333,0.0,0.0,33041,male,0.99
Hetal,34,0.0,11.765,0.0,88.235,0.0,0.0,7127,female,1.0
Hien,115,0.0,1.739,0.0,98.261,0.0,0.0,698,male,0.54
Hiep,62,1.613,1.613,0.0,96.774,0.0,0.0,2668,male,0.99
Hieu,77,1.299,2.597,0.0,96.104,0.0,0.0,645,male,0.93
Hilario,64,85.938,1.563,0.0,12.5,0.0,0.0,7853,male,1.0
Hilary,280,0.0,98.214,0.357,0.714,0.357,0.357,4292,female,0.87
Hilda,380,53.158,40.0,3.947,2.368,0.0,0.526,51623,female,1.0
Hillary,198,1.01,96.97,0.505,1.01,0.505,0.0,2801,female,0.79
Himanshu,30,0.0,13.333,0.0,86.667,0.0,0.0,56674,male,1.0
Hina,38,0.0,15.789,0.0,81.579,2.632,0.0,14695,female,1.0
Hing,18,0.0,0.0,0.0,100.0,0.0,0.0,1222,male,0.98
Hipolito,48,89.583,4.167,0.0,6.25,0.0,0.0,3269,male,1.0
Hiram,62,41.935,46.774,4.839,6.452,0.0,0.0,6778,male,1.0
Hiroko,30,0.0,13.333,0.0,86.667,0.0,0.0,4992,female,1.0
Hisham,30,3.333,83.333,0.0,13.333,0.0,0.0,22316,male,1.0
Hitesh,33,0.0,18.182,0.0,81.818,0.0,0.0,36240,male,1.0
Ho,78,0.0,0.0,0.0,98.718,0.0,1.282,21695,male,0.97
Hoa,171,0.585,0.585,0.0,98.83,0.0,0.0,824,female,0.58
Hoai,19,0.0,0.0,0.0,100.0,0.0,0.0,159,male,0.72
Hoan,31,0.0,9.677,0.0,90.323,0.0,0.0,1871,male,0.99
Hoang,153,0.654,1.307,0.0,98.039,0.0,0.0,1727,male,0.85
Hoi,29,0.0,0.0,0.0,100.0,0.0,0.0,1477,male,0.54
Holley,33,0.0,100.0,0.0,0.0,0.0,0.0,202,female,0.88
Holli,76,0.0,98.684,1.316,0.0,0.0,0.0,4864,female,0.99
Hollie,127,0.0,96.063,3.937,0.0,0.0,0.0,1540,female,0.98
Hollis,75,2.667,84.0,12.0,1.333,0.0,0.0,248,male,0.83
Holly,2368,0.591,97.382,0.507,1.394,0.042,0.084,130202,female,1.0
Homer,126,7.143,79.365,7.937,5.556,0.0,0.0,7464,male,0.99
Homero,31,93.548,3.226,3.226,0.0,0.0,0.0,7992,male,1.0
Hong,398,0.503,1.508,0.0,97.739,0.0,0.251,4376,male,0.61
Hope,296,5.743,83.446,9.797,1.014,0.0,0.0,39144,female,0.97
Horace,155,1.29,54.194,41.935,1.935,0.0,0.645,6793,male,1.0
Horacio,87,87.356,10.345,1.149,1.149,0.0,0.0,31596,male,1.0
Horst,23,0.0,100.0,0.0,0.0,0.0,0.0,20519,male,0.99
Hortencia,66,93.939,6.061,0.0,0.0,0.0,0.0,3522,female,1.0
Hossein,52,0.0,90.385,0.0,7.692,1.923,0.0,33140,male,1.0
Houston,35,2.857,77.143,20.0,0.0,0.0,0.0,3821,male,0.99
Howard,2259,0.575,89.154,5.755,4.338,0.089,0.089,77581,male,1.0
Hoyt,37,2.703,91.892,2.703,2.703,0.0,0.0,947,male,1.0
Hsiu,19,0.0,0.0,0.0,100.0,0.0,0.0,62,female,0.81
Hua,101,0.0,0.0,0.0,100.0,0.0,0.0,1055,male,0.57
Huan,75,0.0,1.333,1.333,97.333,0.0,0.0,5462,male,0.98
Hubert,191,1.571,74.869,14.66,8.377,0.524,0.0,49233,male,0.99
Hue,54,0.0,3.704,0.0,96.296,0.0,0.0,380,male,0.52
Huey,37,0.0,29.73,18.919,51.351,0.0,0.0,2717,male,0.91
Hugh,596,0.168,92.953,4.698,1.846,0.0,0.336,38820,male,1.0
Hugo,376,81.383,17.021,0.0,1.596,0.0,0.0,241146,male,1.0
Hui,181,0.552,0.552,0.0,98.895,0.0,0.0,23209,female,0.96
Humberto,313,92.971,5.431,0.958,0.639,0.0,0.0,64313,male,1.0
Hun,15,0.0,0.0,0.0,100.0,0.0,0.0,646,male,0.87
Hung,419,0.477,0.716,0.239,98.091,0.0,0.477,17953,male,0.99
Hunter,120,1.667,98.333,0.0,0.0,0.0,0.0,4999,male,0.96
Huong,125,0.8,0.8,0.0,98.4,0.0,0.0,9474,female,0.99
Hussein,49,0.0,69.388,14.286,16.327,0.0,0.0,37108,male,1.0
Huy,110,0.0,0.909,0.0,99.091,0.0,0.0,13464,male,0.99
Huyen,34,0.0,0.0,0.0,100.0,0.0,0.0,5499,female,0.99
Hwa,30,0.0,0.0,0.0,100.0,0.0,0.0,400,female,0.62
Hye,53,0.0,11.321,0.0,88.679,0.0,0.0,5266,female,0.98
Hyo,34,0.0,2.941,0.0,97.059,0.0,0.0,1048,female,0.55
Hyun,119,0.84,2.521,0.0,95.798,0.84,0.0,4182,male,0.62
Hyung,39,0.0,5.128,0.0,94.872,0.0,0.0,3156,male,0.98
Iain,47,0.0,100.0,0.0,0.0,0.0,0.0,27023,male,1.0
Ian,1156,0.779,93.166,2.855,2.855,0.0,0.346,306685,male,1.0
Ibrahim,83,1.205,65.06,13.253,19.277,1.205,0.0,237169,male,0.99
Ida,273,13.187,64.103,15.018,6.593,0.733,0.366,61970,female,0.99
Idalia,32,78.125,18.75,0.0,3.125,0.0,0.0,4694,female,1.0
Ignacio,332,90.06,7.229,0.0,2.711,0.0,0.0,100973,male,1.0
Igor,291,2.062,96.907,0.0,1.031,0.0,0.0,168019,male,1.0
Ihor,19,0.0,100.0,0.0,0.0,0.0,0.0,4298,male,1.0
Ila,80,0.0,85.0,0.0,12.5,1.25,1.25,7885,female,0.96
Ilan,36,0.0,100.0,0.0,0.0,0.0,0.0,1639,male,0.82
Ilana,53,1.887,96.226,0.0,1.887,0.0,0.0,9269,female,1.0
Ileana,69,63.768,36.232,0.0,0.0,0.0,0.0,20494,female,1.0
Ilene,157,1.274,95.541,1.274,1.274,0.0,0.637,5576,female,1.0
Iliana,45,80.0,20.0,0.0,0.0,0.0,0.0,15922,female,1.0
Ilias,15,0.0,100.0,0.0,0.0,0.0,0.0,14070,male,1.0
Ilona,74,4.054,93.243,2.703,0.0,0.0,0.0,59897,female,0.99
Ilya,67,1.493,98.507,0.0,0.0,0.0,0.0,5316,male,0.97
Imad,38,0.0,76.316,0.0,23.684,0.0,0.0,30358,male,0.99
Imelda,181,49.724,16.022,2.21,31.492,0.552,0.0,19315,female,1.0
Imogene,38,5.263,71.053,21.053,2.632,0.0,0.0,1011,female,1.0
Imran,54,0.0,37.037,3.704,59.259,0.0,0.0,80250,male,0.99
In,70,0.0,2.857,0.0,97.143,0.0,0.0,3117,female,0.74
Ina,105,1.905,80.0,13.333,4.762,0.0,0.0,41824,female,0.99
Inderjit,43,0.0,18.605,0.0,76.744,4.651,0.0,2654,male,1.0
India,30,6.667,53.333,40.0,0.0,0.0,0.0,13403,female,0.99
Indira,53,9.434,26.415,3.774,54.717,5.66,0.0,22092,female,1.0
Ines,83,57.831,33.735,3.614,4.819,0.0,0.0,32429,female,0.98
Inez,100,19.0,46.0,30.0,4.0,0.0,1.0,10467,female,1.0
Inga,47,0.0,89.362,4.255,2.128,2.128,2.128,28901,female,0.99
Inge,49,0.0,93.878,2.041,4.082,0.0,0.0,41198,female,0.99
Ingeborg,47,2.128,97.872,0.0,0.0,0.0,0.0,7998,female,1.0
Ingrid,391,13.043,73.657,8.951,3.581,0.0,0.767,179816,female,1.0
Inna,102,0.0,99.02,0.0,0.98,0.0,0.0,31847,female,0.99
Ioan,60,0.0,100.0,0.0,0.0,0.0,0.0,4551,male,0.98
Ioana,24,0.0,100.0,0.0,0.0,0.0,0.0,32843,female,0.99
Ioannis,33,3.03,96.97,0.0,0.0,0.0,0.0,19707,male,1.0
Iqbal,35,0.0,28.571,0.0,68.571,2.857,0.0,24525,male,1.0
Ira,341,0.88,88.27,9.677,0.88,0.293,0.0,8110,female,0.8
Irena,73,1.37,97.26,0.0,1.37,0.0,0.0,43955,female,0.99
Irene,1365,16.85,71.136,3.81,7.985,0.073,0.147,245986,female,1.0
Irina,312,2.244,95.833,0.0,1.923,0.0,0.0,139480,female,0.99
Iris,369,27.371,53.388,10.569,7.588,0.542,0.542,123431,female,0.99
Irma,601,73.71,20.3,3.827,2.163,0.0,0.0,69814,female,1.0
Irvin,111,4.505,71.171,22.523,1.802,0.0,0.0,10315,male,1.0
Irving,112,16.964,66.071,12.5,2.679,1.786,0.0,15153,male,1.0
Irwin,103,0.0,84.466,3.883,11.65,0.0,0.0,6329,male,1.0
Iryna,38,0.0,100.0,0.0,0.0,0.0,0.0,17161,female,1.0
Isaac,438,25.114,52.283,16.21,5.708,0.457,0.228,140946,male,1.0
Isabel,431,60.557,33.875,0.696,4.64,0.232,0.0,268862,female,1.0
Isabella,66,10.606,74.242,3.03,10.606,1.515,0.0,91490,female,1.0
Isabelle,91,3.297,87.912,4.396,4.396,0.0,0.0,245637,female,0.99
Isaiah,55,9.091,40.0,49.091,1.818,0.0,0.0,23016,male,1.0
Isaias,67,92.537,4.478,1.493,1.493,0.0,0.0,18426,male,1.0
Isela,37,91.892,5.405,0.0,2.703,0.0,0.0,6609,female,1.0
Isidro,156,89.744,5.769,0.0,4.487,0.0,0.0,15997,male,1.0
Ismael,299,88.294,8.027,0.0,3.679,0.0,0.0,85392,male,1.0
Ismail,39,0.0,58.974,17.949,23.077,0.0,0.0,144722,male,0.99
Israel,283,72.438,22.968,2.827,1.413,0.353,0.0,89216,male,1.0
Issa,30,0.0,83.333,0.0,13.333,3.333,0.0,7942,male,0.9
Issac,31,35.484,38.71,22.581,0.0,3.226,0.0,5778,male,1.0
Iva,53,1.887,94.34,3.774,0.0,0.0,0.0,36275,female,0.99
Ivan,714,28.151,60.364,4.902,6.583,0.0,0.0,425630,male,1.0
Ivana,34,2.941,79.412,5.882,11.765,0.0,0.0,113119,female,1.0
Ivette,66,57.576,37.879,3.03,1.515,0.0,0.0,16971,female,1.0
Ivonne,60,55.0,40.0,1.667,1.667,0.0,1.667,38912,female,1.0
Ivory,30,0.0,13.333,83.333,3.333,0.0,0.0,552,female,0.52
Ivy,154,6.494,50.649,14.935,26.623,0.0,1.299,6510,female,0.96
Iwona,44,2.273,97.727,0.0,0.0,0.0,0.0,53930,female,0.99
Jacalyn,75,0.0,93.333,6.667,0.0,0.0,0.0,1283,female,1.0
Jace,35,0.0,97.143,0.0,2.857,0.0,0.0,5282,male,0.98
Jacek,71,1.408,97.183,0.0,0.0,1.408,0.0,64027,male,1.0
Jacinta,32,31.25,18.75,34.375,15.625,0.0,0.0,13010,female,1.0
Jacinto,38,63.158,15.789,0.0,21.053,0.0,0.0,12717,male,0.99
Jack,3253,1.045,93.298,0.984,4.211,0.215,0.246,393891,male,1.0
Jacki,44,2.273,97.727,0.0,0.0,0.0,0.0,8524,female,0.95
Jackie,830,1.928,87.711,4.819,4.578,0.482,0.482,18044,female,0.84
Jacklyn,93,3.226,87.097,4.301,4.301,0.0,1.075,5700,female,1.0
Jackson,156,3.205,66.026,11.538,19.231,0.0,0.0,63517,male,1.0
Jacky,38,0.0,52.632,2.632,44.737,0.0,0.0,18063,male,0.73
Jaclyn,352,1.136,95.739,0.852,1.705,0.568,0.0,25003,female,1.0
Jacob,1962,3.007,91.845,1.631,3.211,0.153,0.153,237562,male,1.0
Jacque,59,3.39,91.525,5.085,0.0,0.0,0.0,2044,female,0.54
Jacquelin,44,9.091,79.545,9.091,0.0,2.273,0.0,3651,female,0.99
Jacqueline,3709,5.635,80.318,11.863,1.833,0.135,0.216,251616,female,1.0
Jacquelyn,695,2.014,86.331,10.791,0.719,0.144,0.0,19904,female,1.0
Jacquelynn,37,2.703,94.595,0.0,2.703,0.0,0.0,1219,female,1.0
Jacques,149,4.027,72.483,21.477,2.013,0.0,0.0,31335,male,0.98
Jacy,15,0.0,100.0,0.0,0.0,0.0,0.0,468,female,0.82
Jada,30,0.0,76.667,23.333,0.0,0.0,0.0,10425,female,0.99
Jade,93,2.151,78.495,4.301,15.054,0.0,0.0,15840,female,0.91
Jadwiga,38,0.0,100.0,0.0,0.0,0.0,0.0,7695,female,0.99
